"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Dennis Kane,35302,17.57,30.98,5.76,Quebec,Paper,0.4
StarTAC 3000,Dennis Kane,35302,-228.18,125.99,7.69,Quebec,Telephones and Communication,0.59
#6 3/4 Gummed Flap White Envelopes,Mathew Reese,35841,94.39,9.9,1.39,Quebec,Envelopes,0.37
M3682,Mathew Reese,35841,1448.33,125.99,8.08,Quebec,Telephones and Communication,0.57
Newell 326,Clay Ludtke,36034,-1.02,1.76,0.7,Quebec,Pens & Art Supplies,0.56
Brown Kraft Recycled Envelopes,Dionis Lloyd,36065,-63.98,16.98,12.39,Quebec,Envelopes,0.35
3M Organizer Strips,Anne Pryor,36355,-42.98,5.4,7.78,Quebec,Binders and Binder Accessories,0.37
"Seth Thomas 8 1/2"" Cubicle Clock",Anne Pryor,36355,65.49,20.28,6.68,Quebec,Office Furnishings,0.53
Newell 309,Anne Pryor,36355,15.73,11.55,2.36,Quebec,Pens & Art Supplies,0.55
Kleencut® Forged Office Shears by Acme United Corporation,Anne Pryor,36355,-72.5,2.08,2.56,Quebec,"Scissors, Rulers and Trimmers",0.55
"Fellowes Internet Keyboard, Platinum",Dorris Love,36358,-159.25,30.42,8.65,Quebec,Computer Peripherals,0.74
"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Dorris Love,36358,318.25,37.94,5.08,Quebec,Paper,0.38
Ibico Presentation Index for Binding Systems,Pamela Stobb,36739,-55.52,3.98,5.26,Quebec,Binders and Binder Accessories,0.38
Aluminum Document Frame,Pamela Stobb,36739,97.19,12.22,2.85,Quebec,Office Furnishings,0.55
"Master Giant Foot® Doorstop, Safety Yellow",Laurel Elliston,36743,-10.61,7.59,4,Quebec,Office Furnishings,0.42
Zebra Zazzle Fluorescent Highlighters,Toby Carlisle,36864,7.23,6.08,0.91,Quebec,Pens & Art Supplies,0.51
Xerox 198,Carol Triggs,37188,-123.28,4.98,8.33,Quebec,Paper,0.38
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Ben Wallace,37414,-1331.55,550.98,64.59,Quebec,Tables,0.66
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Aaron Smayling,37638,-140.54,4.13,6.89,Quebec,Labels,0.39
Gyration Ultra Cordless Optical Suite,Mathew Reese,37734,84.15,100.97,7.18,Quebec,Computer Peripherals,0.46
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Mathew Reese,37734,171.98,13.4,4.95,Quebec,Office Furnishings,0.37
Storex Dura Pro™ Binders,Alan Haines,37763,-211.06,5.94,9.92,Quebec,Binders and Binder Accessories,0.38
6190,Alan Haines,37763,186.42,65.99,2.5,Quebec,Telephones and Communication,0.55
Xerox 188,Tom Stivers,37859,-11.83,11.34,5.01,Quebec,Paper,0.36
