Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Eric Hoffmann,33218,-84.08,4.57,5.42,Manitoba,Binders and Binder Accessories,0.37
Contemporary Wood/Metal Frame,Eric Hoffmann,33218,53.67,16.16,7.74,Manitoba,Office Furnishings,0.5
Recycled Eldon Regeneration Jumbo File,Michael Oakman,33285,-23.29,12.28,6.13,Manitoba,Storage & Organization,0.57
Xerox 231,Penelope Sewall,33479,-31.27,6.48,5.11,Manitoba,Paper,0.37
Newell 310,Mick Crebagga,33537,-1.97,1.76,0.7,Manitoba,Pens & Art Supplies,0.56
Accessory39,Mick Crebagga,33537,-105.09,20.99,3.3,Manitoba,Telephones and Communication,0.81
Coloredge Poster Frame,Matthew Clasen,33569,45.83,14.2,5.3,Manitoba,Office Furnishings,0.46
"Master Caster Door Stop, Brown",Steven Ward,33571,-2.55,5.08,2.03,Manitoba,Office Furnishings,0.51
Advantus Panel Wall Acrylic Frame,Michael Oakman,33637,-61.36,5.47,5.26,Manitoba,Office Furnishings,0.42
Newell 325,Mick Crebagga,33670,24.21,4.13,1.23,Manitoba,Pens & Art Supplies,0.55
Newell 35,Mick Crebagga,33670,-16.58,3.28,5,Manitoba,Pens & Art Supplies,0.56
Ultra Door Push Plate,Ryan Crowe,33794,-17.91,4.91,3.05,Manitoba,Office Furnishings,0.52
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Troy Blackwell,33857,28.87,7.04,2.17,Manitoba,Paper,0.38
Barrel Sharpener,Joy Daniels,34400,-71.52,3.57,4.17,Manitoba,Pens & Art Supplies,0.59
5170,Joy Daniels,34400,89.89,65.99,4.2,Manitoba,Telephones and Communication,0.59
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Rachel Payne,34407,220.99,35.89,14.72,Manitoba,Envelopes,0.4
Avery 485,Nora Pelletier,34432,114.1,12.53,0.5,Manitoba,Labels,0.38
"Hot File® 7-Pocket, Floor Stand",Nora Pelletier,34432,-129.97,178.47,19.99,Manitoba,Storage & Organization,0.55
Xerox 1961,Thomas Brumley,34497,-174.18,4.98,7.54,Manitoba,Paper,0.38
Xerox 1991,Thomas Brumley,34497,117.73,22.84,8.18,Manitoba,Paper,0.39
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Phillip Flathmann,34498,10.8,8.74,1.39,Manitoba,Envelopes,0.38
Computer Printout Paper with Letter-Trim Perforations,Phillip Flathmann,34498,-23.2,18.97,9.03,Manitoba,Paper,0.37
"Tenex Personal Project File with Scoop Front Design, Black",Darrin Martin,35045,-10.33,13.48,4.51,Manitoba,Storage & Organization,0.59
Surelock™ Post Binders,Sean Braxton,35265,8.43,30.56,2.99,Manitoba,Binders and Binder Accessories,0.35
"Metal Folding Chairs, Beige, 4/Carton",Sean Braxton,35265,-112.88,33.94,19.19,Manitoba,Chairs & Chairmats,0.58
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Sean Braxton,35265,-28.14,9.49,5.76,Manitoba,Office Machines,0.39
Avery Non-Stick Binders,Julie Kriz,35461,3.5,4.49,1.49,Manitoba,Binders and Binder Accessories,0.39
"*Staples* vLetter Openers, 2/Pack",Julie Kriz,35461,-25.99,3.68,1.32,Manitoba,"Scissors, Rulers and Trimmers",0.83
US Robotics 56K V.92 External Faxmodem,Ryan Crowe,35590,-263.95,99.99,19.99,Manitoba,Computer Peripherals,0.52
Nu-Dell Executive Frame,Gary Hwang,35687,115.24,12.64,4.98,Manitoba,Office Furnishings,0.48
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Gene McClure,35776,32.68,12.97,1.49,Manitoba,Binders and Binder Accessories,0.35
"Advantus Push Pins, Aluminum Head",Gene McClure,35776,-32.15,5.81,3.37,Manitoba,Rubber Bands,0.54
GBC DocuBind P100 Manual Binding Machine,Julie Kriz,35782,2097.1,165.98,19.99,Manitoba,Binders and Binder Accessories,0.4
Balt Solid Wood Rectangular Table,Julie Kriz,35782,-450.1,105.49,41.64,Manitoba,Tables,0.75
Hoover WindTunnel™ Plus Canister Vacuum,Tracy Collins,35813,2347.18,363.25,19.99,Manitoba,Appliances,0.57
"Master Giant Foot® Doorstop, Safety Yellow",Tracy Collins,35813,-9.81,7.59,4,Manitoba,Office Furnishings,0.42
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Linda Southworth,36003,-115.35,4.91,5.68,Manitoba,Binders and Binder Accessories,0.36
Xerox Blank Computer Paper,Linda Southworth,36003,349.82,19.98,5.77,Manitoba,Paper,0.38
Eldon® 500 Class™ Desk Accessories,Gene McClure,36102,36.39,12.07,6.2,Manitoba,Office Furnishings,0.52
Surelock™ Post Binders,Nora Pelletier,36295,68.1,30.56,2.99,Manitoba,Binders and Binder Accessories,0.35
Logitech Access Keyboard,Maurice Satty,36323,-48.88,15.98,6.5,Manitoba,Computer Peripherals,0.48
Hoover WindTunnel™ Plus Canister Vacuum,Henia Zydlo,36354,889.31,363.25,19.99,Manitoba,Appliances,0.57
