Ibico EB-19 Dual Function Manual Binding System,Karen Ferguson,55909,-93.83,172.99,19.99,Nova Scotia,Binders and Binder Accessories,0.39
Safco Industrial Wire Shelving,Mark Haberlin,55938,-468.89,95.99,35,Nova Scotia,Storage & Organization,
Holmes Odor Grabber,Nicole Brennan,56166,-54.34,14.42,6.75,Nova Scotia,Appliances,0.52
Avery 51,Sara Luxemburg,56515,60.79,6.3,0.5,Nova Scotia,Labels,0.39
Newell 335,Giulietta Dortch,56768,20.06,2.88,0.7,Nova Scotia,Pens & Art Supplies,0.56
Advantus SlideClip™ Paper Clips,Bradley Talbott,56900,16.11,3.41,0.7,Nova Scotia,Rubber Bands,0.37
KI Conference Tables,Bradley Talbott,57056,-2897.25,70.89,89.3,Nova Scotia,Tables,0.72
4009® Highlighters by Sanford,Brian Stugart,58372,43.2,3.98,0.7,Nova Scotia,Pens & Art Supplies,0.52
Panasonic KX-P3626 Dot Matrix Printer,Deborah Brumfield,59270,8788.81,517.48,16.63,Nova Scotia,Office Machines,0.59
Letter Size Cart,Deborah Brumfield,59270,453.03,142.86,19.99,Nova Scotia,Storage & Organization,0.56
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Maureen Gastineau,59619,-47.55,5.98,7.15,Nova Scotia,Paper,0.36
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Julia Barnett,59781,329.28,180.98,30,Nova Scotia,Chairs & Chairmats,0.69
"O'Sullivan Elevations Bookcase, Cherry Finish",Emily Phan,132,-603.8,130.98,54.74,Nova Scotia,Bookcases,0.69
Xerox 1984,Liz Willingham,258,-91.14,6.48,8.74,Nova Scotia,Paper,0.36
"Tennsco Lockers, Gray",Liz Willingham,258,-284.4,20.98,53.03,Nova Scotia,Storage & Organization,0.78
282,Craig Yedwab,325,-178.71,115.99,4.23,Nova Scotia,Telephones and Communication,0.56
Canon PC1060 Personal Laser Copier,Noel Staavos,1444,8249.86,699.99,24.49,Nova Scotia,Copiers and Fax,0.41
Xerox 1893,Andy Reiter,2084,94.97,40.99,17.48,Nova Scotia,Paper,0.36
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Ben Peterman,3332,-3.51,3.26,1.86,Nova Scotia,Pens & Art Supplies,0.41
Belkin 105-Key Black Keyboard,Alex Grayson,3397,-20.25,19.98,4,Nova Scotia,Computer Peripherals,0.68
SAFCO Folding Chair Trolley,George Zrebassa,3556,1161.89,128.24,12.65,Nova Scotia,Chairs & Chairmats,
Self-Adhesive Removable Labels,Denise Leinenbach,3589,28.55,3.15,0.49,Nova Scotia,Labels,0.37
"Global Push Button Manager's Chair, Indigo",Muhammed Lee,3905,-377.25,60.89,32.41,Nova Scotia,Chairs & Chairmats,0.56
DMI Eclipse Executive Suite Bookcases,Bill Tyler,4033,4127.79,500.98,41.44,Nova Scotia,Bookcases,0.66
Accessory6,Carlos Meador,4647,-57.54,55.99,5,Nova Scotia,Telephones and Communication,0.8
"Peel & Seel® Recycled Catalog Envelopes, Brown",Liz Willingham,4773,34.12,11.58,5.72,Nova Scotia,Envelopes,0.35
Rogers Handheld Barrel Pencil Sharpener,Evan Henry,5189,-21.47,2.74,3.5,Nova Scotia,Pens & Art Supplies,0.58
"Wirebound Service Call Books, 5 1/2"" x 4""",Denise Leinenbach,5510,29.68,9.68,2.03,Nova Scotia,Paper,0.37
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Denise Leinenbach,6369,545.7,550.98,45.7,Nova Scotia,Tables,0.71
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Denise Leinenbach,6373,-36.84,60.97,4.5,Nova Scotia,Appliances,0.56
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Alan Shonely,6465,57.78,6.88,2,Nova Scotia,Paper,0.39
TI 36X Solar Scientific Calculator,Damala Kotsonis,6885,166.93,23.99,6.3,Nova Scotia,Office Machines,0.38
Bretford CR8500 Series Meeting Room Furniture,Debra Catini,7297,-969.05,400.98,76.37,Nova Scotia,Tables,0.6
"Wirebound Message Book, 4 per Page",Raymond Fair,7367,119.64,5.43,0.95,Nova Scotia,Paper,0.36
Global Deluxe Office Fabric Chairs,Ann Blume,7751,-768.14,95.98,58.2,Nova Scotia,Chairs & Chairmats,0.58
Hon 94000 Series Round Tables,Becky Martin,8422,-715.78,296.18,54.12,Nova Scotia,Tables,0.76
Staples Vinyl Coated Paper Clips,Eric Barreto,9062,30.61,3.93,0.99,Nova Scotia,Rubber Bands,0.39
Avery Printable Repositionable Plastic Tabs,Barry Franz,10209,-60.21,8.6,6.19,Nova Scotia,Binders and Binder Accessories,0.38
Avery Durable Poly Binders,Astrea Jones,10245,-108.13,5.53,6.98,Nova Scotia,Binders and Binder Accessories,0.39
"SAFCO Commercial Wire Shelving, Black",Peter McVee,11008,-321.51,138.14,35,Nova Scotia,Storage & Organization,
"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Chuck Sachs,11585,-99.55,17.98,4,Nova Scotia,Computer Peripherals,0.79
Avery 506,Corey Catlett,13472,42.89,4.13,0.5,Nova Scotia,Labels,0.39
Advantus Push Pins,Dave Poirier,14114,-7.04,2.18,1.38,Nova Scotia,Rubber Bands,0.44
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Bobby Trafton,14727,630.18,70.97,3.5,Nova Scotia,Appliances,0.59
T193,Benjamin Venier,15399,601.65,65.99,4.99,Nova Scotia,Telephones and Communication,0.57
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Tony Molinari,15619,-65.02,160.98,30,Nova Scotia,Chairs & Chairmats,0.62
V3682,Benjamin Venier,16194,315.49,125.99,4.2,Nova Scotia,Telephones and Communication,0.59
Accessory9,Nora Paige,16229,143.79,35.99,3.3,Nova Scotia,Telephones and Communication,0.39
Bevis 36 x 72 Conference Tables,Nora Paige,16231,-500.46,124.49,51.94,Nova Scotia,Tables,0.63
Belkin F9M820V08 8 Outlet Surge,Robert Barroso,16674,467.72,42.98,4.62,Nova Scotia,Appliances,0.56
Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Robert Barroso,16674,2177.54,355.98,58.92,Nova Scotia,Chairs & Chairmats,0.64
Panasonic KX-P1150 Dot Matrix Printer,Alex Grayson,16710,1300.8,145.45,17.85,Nova Scotia,Office Machines,0.56
1726 Digital Answering Machine,Berenike Kampe,17408,49.79,20.99,4.81,Nova Scotia,Telephones and Communication,0.58
8260,Michael Kennedy,17698,-59.59,65.99,8.99,Nova Scotia,Telephones and Communication,0.58
Recycled Premium Regency Composition Covers,Michael Kennedy,17698,-89.23,15.28,10.91,Nova Scotia,Binders and Binder Accessories,0.36
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Tracy Poddar,18534,21.68,8.33,1.99,Nova Scotia,Computer Peripherals,0.52
Unpadded Memo Slips,Astrea Jones,18951,-16.27,3.98,2.97,Nova Scotia,Paper,0.35
Accessory27,Astrea Jones,18951,-169.74,35.99,5,Nova Scotia,Telephones and Communication,0.85
Storex DuraTech Recycled Plastic Frosted Binders,Fred McMath,19174,-151.42,4.24,5.41,Nova Scotia,Binders and Binder Accessories,0.35
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Chuck Sachs,20098,87.66,22.72,8.99,Nova Scotia,Office Furnishings,0.44
Super Decoflex Portable Personal File,Chuck Sachs,21319,-40.94,14.98,7.69,Nova Scotia,Storage & Organization,0.57
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Chuck Sachs,21319,-174.94,23.99,15.68,Nova Scotia,Office Furnishings,0.62
Panasonic KX-P1150 Dot Matrix Printer,Eric Barreto,22115,-283.94,145.45,17.85,Nova Scotia,Office Machines,0.56
"Sanford Colorific Colored Pencils, 12/Box",Bobby Trafton,22149,-1.62,2.88,1.01,Nova Scotia,Pens & Art Supplies,0.55
Astroparche® Fine Business Paper,Bill Tyler,22338,-62.97,5.28,5.06,Nova Scotia,Paper,0.37
"Howard Miller 16"" Diameter Gallery Wall Clock",Bill Shonely,22627,614.03,63.94,14.48,Nova Scotia,Office Furnishings,0.46
"Staples Vinyl Coated Paper Clips, 800/Box",Craig Yedwab,22820,21.49,7.89,2.82,Nova Scotia,Rubber Bands,0.4
BASF Silver 74 Minute CD-R,Bradley Talbott,22880,-20.68,1.7,1.99,Nova Scotia,Computer Peripherals,0.51
Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Jay Fine,23078,-86.43,15.73,7.42,Nova Scotia,"Scissors, Rulers and Trimmers",0.56
Xerox 1937,Pierre Wener,23268,41.41,48.04,5.79,Nova Scotia,Paper,0.37
Accessory41,Dan Campbell,24003,-116.51,35.99,5.99,Nova Scotia,Telephones and Communication,0.38
"Companion Letter/Legal File, Black",Fred McMath,24102,47.58,37.76,12.9,Nova Scotia,Storage & Organization,0.57
"Bevis Round Conference Table Top, X-Base",Craig Yedwab,24422,-433.29,179.29,29.21,Nova Scotia,Tables,0.76
"Global High-Back Leather Tilter, Burgundy",Tony Molinari,24644,-1764.29,122.99,70.2,Nova Scotia,Chairs & Chairmats,0.74
GBC DocuBind 200 Manual Binding Machine,Dave Poirier,26401,-199.31,420.98,19.99,Nova Scotia,Binders and Binder Accessories,0.35
Xerox 1951,Noel Staavos,27938,308.67,30.98,9.18,Nova Scotia,Paper,0.4
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Frank Atkinson,28515,-71.59,8.32,2.38,Nova Scotia,Computer Peripherals,0.74
Maxell 4.7GB DVD-R,Bill Shonely,29280,248.91,28.38,1.99,Nova Scotia,Computer Peripherals,0.51
"Peel & Seel® Recycled Catalog Envelopes, Brown",Janet Martin,29346,-16.15,11.58,6.97,Nova Scotia,Envelopes,0.35
6000,Bobby Trafton,29349,772.11,65.99,2.5,Nova Scotia,Telephones and Communication,0.55
Bell Sonecor JB700 Caller ID,Katrina Willman,29473,-111.98,7.99,5.03,Nova Scotia,Telephones and Communication,0.6
Tennsco Double-Tier Lockers,Michael Paige,29893,426.67,225.02,28.66,Nova Scotia,Storage & Organization,0.72
Boston 1730 StandUp Electric Pencil Sharpener,Giulietta Dortch,30023,19.73,21.38,8.99,Nova Scotia,Pens & Art Supplies,0.59
T28 WORLD,Cathy Hwang,30215,349.47,195.99,8.99,Nova Scotia,Telephones and Communication,0.6
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Bill Shonely,30720,656.95,95.46,18.13,Nova Scotia,Office Furnishings,0.56
BPI Conference Tables,Carlos Meador,30884,-352.96,146.05,80.2,Nova Scotia,Tables,0.71
Avery Hanging File Binders,Dianna Arnett,31303,87.6,5.98,1.49,Nova Scotia,Binders and Binder Accessories,0.39
Xerox 1985,George Zrebassa,31392,-42.81,6.48,5.16,Nova Scotia,Paper,0.37
Newell 339,Mark Haberlin,31715,-4.09,2.78,0.97,Nova Scotia,Pens & Art Supplies,0.59
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Christy Brittain,32420,-439.62,280.98,57,Nova Scotia,Chairs & Chairmats,0.78
Unpadded Memo Slips,Michael Paige,32965,-5.54,3.98,2.97,Nova Scotia,Paper,0.35
Accessory9,Katherine Murray,33253,127.85,35.99,3.3,Nova Scotia,Telephones and Communication,0.39
Anderson Hickey Conga Table Tops & Accessories,Ben Peterman,33959,11.65,15.23,27.75,Nova Scotia,Tables,0.76
