Newell 339,Alan Hwang,9281,0.77,2.78,0.97,Ontario,Pens & Art Supplies,0.59
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Darren Budd,9350,-432.54,140.98,53.48,Ontario,Bookcases,0.65
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Darren Budd,9350,-210.78,172.99,19.99,Ontario,Office Furnishings,0.64
Bionaire Personal Warm Mist Humidifier/Vaporizer,Eugene Hildebrand,9665,921.41,46.89,5.1,Ontario,Appliances,0.46
"Sauder Forest Hills Library, Woodland Oak Finish",Eugene Hildebrand,9665,-373.09,140.98,36.09,Ontario,Bookcases,0.77
Bush Advantage Collection® Round Conference Table,Eugene Hildebrand,9665,-3465.07,212.6,110.2,Ontario,Tables,0.73
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Edward Nazzal,9893,-98.3,160.98,30,Ontario,Chairs & Chairmats,0.62
"Global Stack Chair without Arms, Black",Darren Budd,10183,-279.44,25.98,14.36,Ontario,Chairs & Chairmats,0.6
Xerox 1952,Edward Becker,10247,-53.33,4.98,5.49,Ontario,Paper,0.38
"Memorex Slim 80 Minute CD-R, 10/Pack",Edward Becker,10247,44.14,9.78,1.99,Ontario,Computer Peripherals,0.43
Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Melanie Page,10371,-37.6,15.73,7.42,Ontario,"Scissors, Rulers and Trimmers",0.56
Sanford 52201 APSCO Electric Pencil Sharpener,Jesus Ocampo,10498,327.9,40.97,8.99,Ontario,Pens & Art Supplies,0.59
"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Darren Powers,10624,23.97,47.98,3.61,Ontario,Computer Peripherals,0.71
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Patrick Bzostek,11425,-16.59,16.91,6.25,Ontario,Storage & Organization,0.58
CF 688,Patrick Bzostek,11425,383.45,155.99,8.99,Ontario,Telephones and Communication,0.58
"3.5"" IBM Formatted Diskettes, DS/HD",Darren Budd,11491,-80.11,6.6,4.07,Ontario,Computer Peripherals,0.66
Staples Plastic Wall Frames,Darren Budd,11491,739.48,48.04,7.23,Ontario,Office Furnishings,0.41
Xerox 1940,Melanie Page,11841,886.03,54.96,10.75,Ontario,Paper,0.36
Staples SlimLine Pencil Sharpener,Melanie Page,11841,-88.32,11.97,5.81,Ontario,Pens & Art Supplies,0.6
Avery 48,Jesus Ocampo,11878,36.23,6.3,0.5,Ontario,Labels,0.39
Xerox 214,Jesus Ocampo,11878,-52.55,6.48,7.03,Ontario,Paper,0.37
Flat Face Poster Frame,Grace Kelly,12130,290.2,18.84,3.62,Ontario,Office Furnishings,0.43
Accessory41,Grace Kelly,12130,444.15,35.99,5.99,Ontario,Telephones and Communication,0.38
Bevis Steel Folding Chairs,Darren Budd,12160,865.02,208.16,68.02,Ontario,Chairs & Chairmats,0.57
"Global Deluxe Stacking Chair, Gray",Darren Budd,12160,-45.3,24.98,8.79,Ontario,Chairs & Chairmats,0.56
"Dana Fluorescent Magnifying Lamp, White, 36""",Darren Budd,12160,-42.49,3.36,6.27,Ontario,Office Furnishings,0.55
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Kelly Lampkin,12258,-264.94,180.98,30,Ontario,Chairs & Chairmats,0.69
"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Kelly Lampkin,12258,-52.54,3.25,49,Ontario,Appliances,0.56
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Kelly Lampkin,12258,660.63,110.98,13.99,Ontario,Office Furnishings,0.69
Advantus Map Pennant Flags and Round Head Tacks,Kelly Lampkin,12258,-5.02,3.95,2,Ontario,Rubber Bands,0.53
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Dan Lawera,12263,123.5,39.48,3.99,Ontario,Appliances,0.56
232,George Ashbrook,12551,1665.23,125.99,5.26,Ontario,Telephones and Communication,0.55
"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Henry MacAllister,12736,21.77,9.65,6.22,Ontario,Office Furnishings,0.55
Belkin F9M820V08 8 Outlet Surge,Kelly Lampkin,12768,501.59,42.98,4.62,Ontario,Appliances,0.56
Avery 474,Dave Hallsten,12837,15.84,2.88,0.99,Ontario,Labels,0.36
Avery 487,Edward Becker,12897,59.92,3.69,0.5,Ontario,Labels,0.38
Xerox 216,Edward Becker,12897,-120.95,6.48,7.91,Ontario,Paper,0.37
Avery Binder Labels,Nancy Lomonaco,13030,-154.31,3.89,7.01,Ontario,Binders and Binder Accessories,0.37
Xerox 214,Arthur Wiediger,13091,-44.66,6.48,7.03,Ontario,Paper,0.37
Tennsco Commercial Shelving,Arthur Wiediger,13091,-1148.19,20.34,35,Ontario,Storage & Organization,0.84
