Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Joseph Airdo,8580,-215.57,7.77,9.23,Manitoba,Appliances,0.58
Hoover Portapower™ Portable Vacuum,Emily Ducich,8646,-327.65,4.48,49,Manitoba,Appliances,0.6
Global Leather Executive Chair,Emily Ducich,8646,4161.98,350.99,39,Manitoba,Chairs & Chairmats,0.55
Targus USB Numeric Keypad,Emily Ducich,8646,-127.11,40.98,6.5,Manitoba,Computer Peripherals,0.74
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Emily Ducich,8646,2154.07,349.45,60,Manitoba,Tables,
Avery 52,Stewart Visinsky,8993,86.78,3.69,0.5,Manitoba,Labels,0.38
SC-3160,Tanja Norvell,8996,-48.85,65.99,8.99,Manitoba,Telephones and Communication,0.59
Eureka The Boss® Cordless Rechargeable Stick Vac,Linda Southworth,8998,66.47,50.98,13.66,Manitoba,Appliances,0.58
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Linda Southworth,8998,49.82,22.24,1.99,Manitoba,Computer Peripherals,0.43
"Fellowes Personal Hanging Folder Files, Navy",Linda Southworth,8998,-19.75,13.43,5.5,Manitoba,Storage & Organization,0.57
Adesso Programmable 142-Key Keyboard,Henry Goldwyn,9124,-0.84,152.48,6.5,Manitoba,Computer Peripherals,0.74
Xerox 1926,Henry Goldwyn,9124,-118.56,4.98,7.28,Manitoba,Paper,0.38
Bell Sonecor JB700 Caller ID,Steven Cartwright,9152,-129.69,7.99,5.03,Manitoba,Telephones and Communication,0.6
"Global Stack Chair without Arms, Black",Steven Cartwright,9312,-179.17,25.98,14.36,Manitoba,Chairs & Chairmats,0.6
Serrated Blade or Curved Handle Hand Letter Openers,Sue Ann Reed,9700,-59.74,3.14,1.92,Manitoba,"Scissors, Rulers and Trimmers",0.84
"Maxell Pro 80 Minute CD-R, 10/Pack",Irene Maddox,9826,-7.3,17.48,1.99,Manitoba,Computer Peripherals,0.45
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Thais Sissman,9954,-381.16,280.98,57,Manitoba,Chairs & Chairmats,0.78
Xerox 1922,Thais Sissman,9954,-166.44,4.98,7.44,Manitoba,Paper,0.36
Fluorescent Highlighters by Dixon,Thais Sissman,9954,22.06,3.98,0.83,Manitoba,Pens & Art Supplies,0.51
"Seth Thomas 8 1/2"" Cubicle Clock",Sanjit Engle,10081,245,20.28,6.68,Manitoba,Office Furnishings,0.53
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Katherine Ducich,10272,-50.43,90.48,19.99,Manitoba,Envelopes,0.4
Xerox 1991,Katherine Ducich,10272,76.43,22.84,8.18,Manitoba,Paper,0.39
T18,Victor Price,10530,-411.65,110.99,2.5,Manitoba,Telephones and Communication,0.57
Avery Printable Repositionable Plastic Tabs,Tanja Norvell,11270,-21.85,8.6,6.19,Manitoba,Binders and Binder Accessories,0.38
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Eric Hoffmann,11431,-6.71,8.01,2.87,Manitoba,Paper,0.4
Talkabout T8097,Eric Hoffmann,11431,-615.67,205.99,8.99,Manitoba,Telephones and Communication,0.58
Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Mike Gockenbach,11815,-37.22,15.73,7.42,Manitoba,"Scissors, Rulers and Trimmers",0.56
Xerox 1897,Tanja Norvell,12097,-30.84,4.98,6.07,Manitoba,Paper,0.36
Accessory4,Tanja Norvell,12097,-139.98,85.99,0.99,Manitoba,Telephones and Communication,0.85
Canon P1-DHIII Palm Printing Calculator,Tracy Zic,12196,25.14,17.98,8.51,Manitoba,Office Machines,0.4
Smead Adjustable Mobile File Trolley with Lockable Top,Tracy Zic,12196,2914.56,419.19,19.99,Manitoba,Storage & Organization,0.58
"O'Sullivan Elevations Bookcase, Cherry Finish",Thais Sissman,12451,-372.82,130.98,54.74,Manitoba,Bookcases,0.69
Eldon® Gobal File Keepers,Thais Sissman,12451,-53.57,15.14,4.53,Manitoba,Storage & Organization,0.81
GBC VeloBinder Electric Binding Machine,Tom Zandusky,12483,607.5,120.98,9.07,Manitoba,Binders and Binder Accessories,0.35
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Tom Zandusky,12483,-701.91,100.98,57.38,Manitoba,Bookcases,0.78
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Tom Zandusky,12483,338.95,59.76,9.71,Manitoba,Storage & Organization,0.57
Belkin 105-Key Black Keyboard,Thais Sissman,12867,-57.95,19.98,4,Manitoba,Computer Peripherals,0.68
Accessory17,Sue Ann Reed,12903,-191.79,35.99,5,Manitoba,Telephones and Communication,0.82
Hewlett-Packard 4.7GB DVD+R Discs,Theresa Swint,13540,34.79,8.5,1.99,Manitoba,Computer Peripherals,0.49
Stockwell Push Pins,Theresa Swint,13540,-0.05,2.18,0.78,Manitoba,Rubber Bands,0.52
Recycled Eldon Regeneration Jumbo File,Theresa Swint,13540,-26.78,12.28,6.13,Manitoba,Storage & Organization,0.57
GBC Standard Plastic Binding Systems' Combs,Denny Joy,13762,-23.62,6.28,5.36,Manitoba,Binders and Binder Accessories,0.4
Security-Tint Envelopes,Denny Joy,13762,7.4,7.64,1.39,Manitoba,Envelopes,0.36
Avery 520,Denny Joy,13762,39.81,3.15,0.5,Manitoba,Labels,0.37
Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Steven Ward,14336,-114.39,39.99,10.25,Manitoba,Computer Peripherals,0.55
Peel & Stick Add-On Corner Pockets,Henia Zydlo,14400,-166.55,2.16,6.05,Manitoba,Binders and Binder Accessories,0.37
Xerox 21,Henia Zydlo,14400,-99.08,6.48,6.6,Manitoba,Paper,0.37
BPI Conference Tables,Henia Zydlo,14400,-2110.56,146.05,80.2,Manitoba,Tables,0.71
Xerox Blank Computer Paper,Tracy Collins,14500,211.79,19.98,5.77,Manitoba,Paper,0.38
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Tracy Collins,14500,289.02,34.58,8.99,Manitoba,Pens & Art Supplies,0.56
Logitech Access Keyboard,Valerie Dominguez,14534,226.09,15.98,4,Manitoba,Computer Peripherals,0.37
T60,Michael Moore,14884,-301.68,95.99,4.9,Manitoba,Telephones and Communication,0.56
"Howard Miller 16"" Diameter Gallery Wall Clock",Natalie Webber,15075,622.89,63.94,14.48,Manitoba,Office Furnishings,0.46
"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Natalie Webber,15075,-56.3,5.02,5.14,Manitoba,Computer Peripherals,0.79
StarTAC ST7868,Toby Knight,15234,268.01,125.99,8.99,Manitoba,Telephones and Communication,0.55
M3682,Toby Knight,15234,-34.73,125.99,8.08,Manitoba,Telephones and Communication,0.57
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Maria Zettner,15270,90.86,6.98,1.6,Manitoba,Paper,0.38
Fellowes Super Stor/Drawer® Files,Nick Radford,15296,1082.21,161.55,19.99,Manitoba,Storage & Organization,0.66
"Memorex 4.7GB DVD-RAM, 3/Pack",Thea Hudgings,15335,240.06,31.78,1.99,Manitoba,Computer Peripherals,0.42
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Natalie Webber,15712,-81.89,48.58,54.11,Manitoba,Bookcases,0.69
Panasonic KX-P1131 Dot Matrix Printer,Ross Baird,15906,-223.89,264.98,17.86,Manitoba,Office Machines,0.58
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Maurice Satty,16005,-21.38,6.81,5.48,Manitoba,Binders and Binder Accessories,0.37
Prismacolor Color Pencil Set,Maria Zettner,16103,104.77,19.84,4.1,Manitoba,Pens & Art Supplies,0.44
Portfile® Personal File Boxes,Tanja Norvell,16225,-82.5,17.7,9.47,Manitoba,Storage & Organization,0.59
Array® Memo Cubes,Linda Southworth,16262,9.53,5.18,2.04,Manitoba,Paper,0.36
Letter Size Cart,Roy Skaria,16321,1871.26,142.86,19.99,Manitoba,Storage & Organization,0.56
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Ryan Crowe,16679,846.23,243.98,43.32,Manitoba,Chairs & Chairmats,0.55
Xerox 1916,Natalie Webber,16775,1244.81,48.94,5.86,Manitoba,Paper,0.35
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Sue Ann Reed,16834,14.2,14.45,7.17,Manitoba,Binders and Binder Accessories,0.38
Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jill Stevenson,16837,-307.96,258.98,54.31,Manitoba,Chairs & Chairmats,0.55
StarTAC 7760,Penelope Sewall,16866,538.49,65.99,3.99,Manitoba,Telephones and Communication,0.59
Xerox 1927,Gary Hwang,17058,-62.37,4.28,6.72,Manitoba,Paper,0.4
Newell 310,Roy Skaria,17508,11.28,1.76,0.7,Manitoba,Pens & Art Supplies,0.56
Fiskars® Softgrip Scissors,Nora Pelletier,18592,-15.5,10.98,3.37,Manitoba,"Scissors, Rulers and Trimmers",0.57
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Matthew Clasen,18757,123.15,6.98,1.6,Manitoba,Paper,0.38
Xerox 1895,Thea Hudgings,18851,-204.81,5.98,10.39,Manitoba,Paper,0.4
Sanford Liquid Accent Highlighters,Gary Hwang,18853,55.21,6.68,1.5,Manitoba,Pens & Art Supplies,0.48
"Global Stack Chair without Arms, Black",Nora Pelletier,18884,-70.43,25.98,14.36,Manitoba,Chairs & Chairmats,0.6
Canon PC940 Copier,Nora Pelletier,18884,3825.69,449.99,24.49,Manitoba,Copiers and Fax,0.52
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Denny Joy,19300,-22.36,7.64,5.83,Manitoba,Paper,0.36
Vinyl Sectional Post Binders,Valerie Takahito,19361,317.53,37.7,2.99,Manitoba,Binders and Binder Accessories,0.35
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Valerie Takahito,19361,-14.28,8.56,5.16,Manitoba,Paper,0.38
Staples Metal Binder Clips,Valerie Dominguez,19557,13.99,2.62,0.8,Manitoba,Rubber Bands,0.39
"File Shuttle II and Handi-File, Black",Valerie Dominguez,19557,15.56,33.89,5.1,Manitoba,Storage & Organization,0.6
Kleencut® Forged Office Shears by Acme United Corporation,Gary Hwang,19586,-66.87,2.08,2.56,Manitoba,"Scissors, Rulers and Trimmers",0.55
Sharp EL500L Fraction Calculator,Victor Price,19718,-38.29,13.99,7.51,Manitoba,Office Machines,0.39
Staples 6 Outlet Surge,Natalie Webber,19744,-34.39,11.97,4.98,Manitoba,Appliances,0.58
Eldon Executive Woodline II Cherry Finish Desk Accessories,Jack Garza,20069,-88.35,40.89,18.98,Manitoba,Office Furnishings,0.57
Canon F603 Scientific Calculator,Thais Sissman,20103,-17.5,9.99,6.24,Manitoba,Office Machines,0.36
"Fellowes Internet Keyboard, Platinum",Thais Sissman,20103,-173.88,30.42,8.65,Manitoba,Computer Peripherals,0.74
Avery 494,Susan MacKendrick,20135,43.23,2.61,0.5,Manitoba,Labels,0.39
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Susan MacKendrick,20135,2428.59,349.45,60,Manitoba,Tables,
TimeportP7382,Mick Crebagga,20166,-693.33,205.99,8.99,Manitoba,Telephones and Communication,0.56
