"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Lauren Leatherbury,43013,163.38,34.76,8.22,British Columbia,Storage & Organization,0.57
Accessory39,Greg Matthias,44198,-87.02,20.99,3.3,British Columbia,Telephones and Communication,0.81
Avery Reinforcements for Hole-Punch Pages,Eva Jacobs,44451,-13.5,1.98,4.77,British Columbia,Binders and Binder Accessories,0.4
3390,Greg Matthias,44576,294.97,65.99,5.31,British Columbia,Telephones and Communication,0.57
Xerox Blank Computer Paper,Anthony Rawles,44834,35.09,19.98,5.77,British Columbia,Paper,0.38
"Bevis Round Bullnose 29"" High Table Top",Anthony Rawles,44834,785.63,259.71,66.67,British Columbia,Tables,0.61
Accessory34,Ken Lonsdale,46053,856.96,85.99,0.99,British Columbia,Telephones and Communication,0.55
Newell 309,Greg Matthias,47329,-13.88,11.55,2.36,British Columbia,Pens & Art Supplies,0.55
Xerox 1949,Greg Matthias,47329,-25.97,4.98,4.72,British Columbia,Paper,0.36
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Christopher Martinez,47461,114.95,8.17,1.69,British Columbia,Paper,0.38
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Christopher Martinez,47461,46.97,8.69,2.99,British Columbia,Binders and Binder Accessories,0.39
SANFORD Major Accent™ Highlighters,Christopher Martinez,47461,53.15,7.08,2.35,British Columbia,Pens & Art Supplies,0.47
Logitech Access Keyboard,Anthony Rawles,47525,189.04,15.98,4,British Columbia,Computer Peripherals,0.37
Acme® Box Cutter Scissors,Christopher Martinez,48803,-23.65,10.23,4.68,British Columbia,"Scissors, Rulers and Trimmers",0.59
"Executive Impressions 12"" Wall Clock",Fred Harton,49027,35.08,17.67,8.99,British Columbia,Office Furnishings,0.47
SAFCO Arco Folding Chair,Carol Darley,50822,7.92,276.2,24.49,British Columbia,Chairs & Chairmats,
"Imation Neon Mac Format Diskettes, 10/Pack",Carol Darley,50822,-52.18,8.12,2.83,British Columbia,Computer Peripherals,0.77
Xerox 1950,Lauren Leatherbury,51714,-63.35,5.78,5.37,British Columbia,Paper,0.36
Storex Dura Pro™ Binders,Anthony Rawles,51815,-256.52,5.94,9.92,British Columbia,Binders and Binder Accessories,0.38
270c,Anthony Rawles,51815,398.36,125.99,3,British Columbia,Telephones and Communication,0.59
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Art Foster,51906,-38.23,8.46,3.62,British Columbia,Computer Peripherals,0.61
"Sony IBM Color Diskettes, 25/Pack",Sanjit Jacobs,52128,-27.66,0.99,2.96,British Columbia,Computer Peripherals,0.61
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Christopher Martinez,52675,-22.13,4.77,2.39,British Columbia,Computer Peripherals,0.72
Newell 327,Christopher Martinez,52675,-4.64,2.21,1.12,British Columbia,Pens & Art Supplies,0.58
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Duane Noonan,53189,-40.56,6.48,5.94,British Columbia,Paper,0.37
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Lauren Leatherbury,54307,-134.41,4.91,5.68,British Columbia,Binders and Binder Accessories,0.36
Sharp AL-1530CS Digital Copier,Anthony Rawles,54917,-517.08,499.99,24.49,British Columbia,Copiers and Fax,0.36
Plymouth Boxed Rubber Bands by Plymouth,Eva Jacobs,56930,8.89,4.71,0.7,British Columbia,Rubber Bands,0.8
Avery 498,Duane Noonan,57511,41.54,2.89,0.5,British Columbia,Labels,0.38
Accessory6,Duane Noonan,57511,-173.25,55.99,5,British Columbia,Telephones and Communication,0.8
3M Polarizing Light Filter Sleeves,Anthony Rawles,57857,153.48,18.65,3.77,British Columbia,Office Furnishings,0.39
Avery Durable Binders,Anthony Rawles,57861,11.32,2.88,1.49,British Columbia,Binders and Binder Accessories,0.36
Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Christopher Martinez,58247,211.73,131.12,0.99,British Columbia,Appliances,0.55
Xerox 213,Christopher Martinez,58247,-64.5,6.48,7.86,British Columbia,Paper,0.37
Kensington 4 Outlet MasterPiece® Compact Power Control Center,Barry Blumstein,58470,512.69,81.32,0.99,British Columbia,Appliances,0.57
"""While you Were Out"" Message Book, One Form per Page",Barry Blumstein,58470,-0.31,3.71,1.93,British Columbia,Paper,0.35
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Barry Blumstein,58470,-76.92,6.48,5.94,British Columbia,Paper,0.37
Computer Printout Paper with Letter-Trim Perforations,Barry Blumstein,58470,94,18.97,9.03,British Columbia,Paper,0.37
Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Barry Blumstein,58470,-57.98,31.98,6.72,British Columbia,Storage & Organization,0.75
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Andrew Allen,58759,-6.88,8.01,2.87,British Columbia,Paper,0.4
Okidata ML184 Turbo Dot Matrix Printers,Art Foster,59780,1395.02,306.14,26.53,British Columbia,Office Machines,0.56
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Ricardo Block,358,-1348.06,48.58,54.11,Alberta,Bookcases,0.69
"80 Minute CD-R Spindle, 100/Pack - Staples",Ricardo Block,358,269.27,39.48,1.99,Alberta,Computer Peripherals,0.54
Plymouth Boxed Rubber Bands by Plymouth,Roger Barcio,1767,-7.76,4.71,0.7,Alberta,Rubber Bands,0.8
Bevis Steel Folding Chairs,Sung Pak,1863,-1131.6,95.95,74.35,Alberta,Chairs & Chairmats,0.57
Newell 315,Tim Brockman,2915,32.83,5.98,0.96,Alberta,Pens & Art Supplies,0.6
Microsoft Natural Keyboard Elite,Tim Brockman,2915,51.59,39.98,4,Alberta,Computer Peripherals,0.7
GBC DocuBind 200 Manual Binding Machine,Sung Pak,3046,4451.01,420.98,19.99,Alberta,Binders and Binder Accessories,0.35
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Victoria Pisteka,4389,-116.35,5.34,5.63,Alberta,Binders and Binder Accessories,0.39
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Victoria Pisteka,4389,1304.9,160.98,30,Alberta,Chairs & Chairmats,0.62
2190,Victoria Pisteka,4389,693.06,65.99,5.63,Alberta,Telephones and Communication,0.56
StarTAC 7760,Sung Chung,6180,590.32,65.99,3.99,Alberta,Telephones and Communication,0.59
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Ricardo Block,7078,-8.45,11.33,6.12,Alberta,Appliances,0.42
Cardinal Poly Pocket Divider Pockets for Ring Binders,Ricardo Block,7078,-47.02,3.36,6.27,Alberta,Binders and Binder Accessories,0.4
"Global High-Back Leather Tilter, Burgundy",Ricardo Block,7078,-885.73,122.99,70.2,Alberta,Chairs & Chairmats,0.74
"GE 4 Foot Flourescent Tube, 40 Watt",Ricardo Block,7078,65.35,14.98,8.99,Alberta,Office Furnishings,0.39
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Resi Polking,7654,-14.29,4.13,6.89,Alberta,Labels,0.39
Southworth 25% Cotton Premium Laser Paper and Envelopes,Roger Demir,7746,-27.07,19.98,8.68,Alberta,Paper,0.37
GBC Wire Binding Strips,Tamara Manning,8387,185.09,31.74,12.62,Alberta,Binders and Binder Accessories,0.37
3390,Resi Polking,8768,568.18,65.99,5.31,Alberta,Telephones and Communication,0.57
7160,Sung Pak,9504,98.35,140.99,4.2,Alberta,Telephones and Communication,0.59
