Staples Bulldog Clip,Ed Ludwig,17735,32.47,3.78,0.71,Ontario,Rubber Bands,0.39
"Companion Letter/Legal File, Black",Larry Hughes,17825,11.38,37.76,12.9,Ontario,Storage & Organization,0.57
"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Kelly Lampkin,17956,711.74,37.94,5.08,Ontario,Paper,0.38
Fellowes Recycled Storage Drawers,Kelly Lampkin,17956,73.45,111.03,8.64,Ontario,Storage & Organization,0.78
Economy Binders,George Ashbrook,17986,-15.09,2.08,1.49,Ontario,Binders and Binder Accessories,0.36
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Henry MacAllister,18112,22.8,6.45,1.34,Ontario,Paper,0.36
Hoover Portapower™ Portable Vacuum,Naresj Patel,18178,-1987.49,4.48,49,Ontario,Appliances,0.6
"Executive Impressions 12"" Wall Clock",Naresj Patel,18178,49.85,17.67,8.99,Ontario,Office Furnishings,0.47
U.S. Robotics 56K Internet Call Modem,Anna Haberlin,18182,1049.45,99.99,19.99,Ontario,Computer Peripherals,0.5
Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Anna Haberlin,18182,-1363.12,55.5,52.2,Ontario,Office Furnishings,0.72
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Anna Haberlin,18182,-18.45,33.29,8.74,Ontario,Storage & Organization,0.61
Premium Transparent Presentation Covers by GBC,George Ashbrook,18405,60.27,20.98,8.83,Ontario,Binders and Binder Accessories,0.37
Keytronic French Keyboard,George Ashbrook,18405,-263.09,73.98,14.52,Ontario,Computer Peripherals,0.65
"Global Stack Chair without Arms, Black",Jeremy Ellison,18531,-250.55,25.98,14.36,Ontario,Chairs & Chairmats,0.6
Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Larry Hughes,18533,-60.73,15.31,8.78,Ontario,Storage & Organization,0.57
Bell Sonecor JB700 Caller ID,Larry Hughes,18533,-28.44,7.99,5.03,Ontario,Telephones and Communication,0.6
Global Deluxe Office Fabric Chairs,Erin Creighton,18661,-351.3,95.98,58.2,Ontario,Chairs & Chairmats,0.58
Riverside Furniture Stanwyck Manor Table Series,Erin Creighton,18661,-139.27,286.85,61.76,Ontario,Tables,0.78
Accessory28,Jonathan Howell,18723,-232.8,55.99,2.5,Ontario,Telephones and Communication,0.83
SAFCO Folding Chair Trolley,Erin Creighton,18753,1031.32,128.24,12.65,Ontario,Chairs & Chairmats,
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Erin Creighton,18753,788.79,160.98,30,Ontario,Chairs & Chairmats,0.62
"Eldon® 400 Class™ Desk Accessories, Black Carbon",Linda Cazamias,19204,-80.75,8.75,8.54,Ontario,Office Furnishings,0.43
Xerox 1908,Linda Cazamias,19204,829.73,55.98,4.86,Ontario,Paper,0.36
Accessory21,Darren Powers,19394,75.21,20.99,0.99,Ontario,Telephones and Communication,0.37
StarTAC 6500,Darren Powers,19394,-452.39,125.99,8.8,Ontario,Telephones and Communication,0.59
Avery Poly Binder Pockets,Edward Nazzal,19653,-129.63,3.58,5.47,Ontario,Binders and Binder Accessories,0.37
Binder Clips by OIC,George Ashbrook,19687,3.86,1.48,0.7,Ontario,Rubber Bands,0.37
600 Series Non-Flip,George Ashbrook,19687,25.53,45.99,4.99,Ontario,Telephones and Communication,0.57
7160,Nat Carroll,19716,-458.74,140.99,4.2,Ontario,Telephones and Communication,0.59
Assorted Color Push Pins,Erin Ashbrook,19782,-0.85,1.81,0.75,Ontario,Rubber Bands,0.52
Microsoft Internet Keyboard,James Lanier,20134,-94.59,20.97,6.5,Ontario,Computer Peripherals,0.78
Xerox 210,James Lanier,20134,-190.57,6.48,7.37,Ontario,Paper,0.37
Martin-Yale Premier Letter Opener,Anna Haberlin,20259,-123.07,12.88,4.59,Ontario,"Scissors, Rulers and Trimmers",0.82
GBC Wire Binding Strips,Duane Huffman,20261,67.11,31.74,12.62,Ontario,Binders and Binder Accessories,0.37
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Duane Huffman,20261,81.91,6.35,1.02,Ontario,Paper,0.39
Talkabout T8367,Duane Huffman,20261,168.24,65.99,8.99,Ontario,Telephones and Communication,0.56
"Executive Impressions 13"" Clairmont Wall Clock",Magdelene Morse,20453,152.79,19.23,6.15,Ontario,Office Furnishings,0.44
Accessory34,Magdelene Morse,20453,137.59,85.99,0.99,Ontario,Telephones and Communication,0.55
Keytronic 105-Key Spanish Keyboard,Arthur Wiediger,20614,326.25,73.98,12.14,Ontario,Computer Peripherals,0.67
Avery 491,Gary Mitchum,20709,-2.06,4.13,0.99,Ontario,Labels,0.39
Avery White Multi-Purpose Labels,Gary Mitchum,20709,2.98,4.98,0.49,Ontario,Labels,0.39
Logitech Access Keyboard,George Ashbrook,21025,-49.38,15.98,6.5,Ontario,Computer Peripherals,0.48
"Peel & Seel® Recycled Catalog Envelopes, Brown",Gary Mitchum,21028,-4.17,11.58,6.97,Ontario,Envelopes,0.35
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Matt Hagelstein,21125,2.12,9.27,4.39,Ontario,Paper,0.38
Xerox 1922,Andy Reiter,21382,-113.32,4.98,7.44,Ontario,Paper,0.36
Fellowes PB300 Plastic Comb Binding Machine,Magdelene Morse,21604,593.59,387.99,19.99,Ontario,Binders and Binder Accessories,0.38
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Dave Hallsten,21824,-1036.92,90.98,56.2,Ontario,Office Furnishings,0.74
"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Gary Zandusky,21893,59.47,17.07,8.13,Ontario,Envelopes,0.38
G.E. Halogen Desk Lamp Bulbs,Candace McMahon,22054,57.55,6.98,2.83,Ontario,Office Furnishings,0.37
Staples Bulk Pack Metal Binder Clips,Alan Hwang,22181,84.1,6.08,1.82,Ontario,Rubber Bands,0.35
Adesso Programmable 142-Key Keyboard,Edward Nazzal,22272,14.85,152.48,4,Ontario,Computer Peripherals,0.79
Imation DVD-RAM discs,Edward Nazzal,22272,342.41,35.41,1.99,Ontario,Computer Peripherals,0.43
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Candace McMahon,22373,-86.34,8.74,8.29,Ontario,Envelopes,0.38
"Avery® Durable Plastic 1"" Binders",Allen Golden,22434,-14.69,4.54,5.83,Ontario,Binders and Binder Accessories,0.36
Newell 337,Allen Golden,22434,-92.29,3.28,3.97,Ontario,Pens & Art Supplies,0.56
Fellowes Binding Cases,Erin Creighton,22849,2.73,11.7,5.63,Ontario,Binders and Binder Accessories,0.4
Prang Drawing Pencil Set,Erin Creighton,22849,10.59,2.78,1.34,Ontario,Pens & Art Supplies,0.45
Eldon Shelf Savers™ Cubes and Bins,Erin Creighton,22849,-219.92,6.98,9.69,Ontario,Storage & Organization,0.83
6185,Erin Creighton,22849,940.57,205.99,3,Ontario,Telephones and Communication,0.58
Project Tote Personal File,Melanie Page,22881,-120.48,14.03,9.37,Ontario,Storage & Organization,0.56
Space Solutions Commercial Steel Shelving,Mike Caudle,22950,-888.07,64.65,35,Ontario,Storage & Organization,0.8
GBC VeloBinder Electric Binding Machine,Erin Ashbrook,23008,323.32,120.98,9.07,Ontario,Binders and Binder Accessories,0.35
Adesso Programmable 142-Key Keyboard,Erin Ashbrook,23008,-522.78,152.48,6.5,Ontario,Computer Peripherals,0.74
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Naresj Patel,23202,104.09,8.17,1.69,Ontario,Paper,0.38
Staples SlimLine Pencil Sharpener,Naresj Patel,23202,-39.27,11.97,5.81,Ontario,Pens & Art Supplies,0.6
"Memorex 80 Minute CD-R, 30/Pack",Erin Ashbrook,23426,352.64,22.98,1.99,Ontario,Computer Peripherals,0.46
Letter Slitter,Erin Ashbrook,23426,-23.17,2.52,1.92,Ontario,"Scissors, Rulers and Trimmers",0.82
