"Avery® Durable Plastic 1"" Binders",Fred Harton,15303,-74.41,4.54,5.83,British Columbia,Binders and Binder Accessories,0.36
"Imation IBM Formatted Diskettes, 100/Pack",Fred Harton,15303,-108.14,28.48,8.99,British Columbia,Computer Peripherals,0.7
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Cathy Armstrong,15622,1464.23,240.98,60.2,British Columbia,Bookcases,0.56
Xerox 1993,Cathy Armstrong,15622,-129.24,6.48,9.68,British Columbia,Paper,0.36
Ibico Presentation Index for Binding Systems,Barry Blumstein,15778,-29.53,3.98,5.26,British Columbia,Binders and Binder Accessories,0.38
Multimedia Mailers,Eva Jacobs,16164,1189.96,162.93,19.99,British Columbia,Envelopes,0.39
"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Eva Jacobs,16164,-70.73,2.52,4.28,British Columbia,Pens & Art Supplies,0.44
Advantus Push Pins,Anthony Rawles,16166,-10.06,2.18,1.38,British Columbia,Rubber Bands,0.44
Belkin 6 Outlet Metallic Surge Strip,Andrew Allen,16768,-18.64,10.89,4.5,British Columbia,Appliances,0.59
Wirebound Voice Message Log Book,Scott Cohen,17313,47.09,4.76,0.88,British Columbia,Paper,0.39
Xerox 1939,Carol Darley,17447,128,18.97,9.54,British Columbia,Paper,0.37
"AT&T Black Trimline Phone, Model 210",Lauren Leatherbury,18145,-55.61,15.99,9.4,British Columbia,Office Machines,0.49
Logitech Cordless Keyboard,Eugene Moren,18215,169.15,34.99,5.5,British Columbia,Computer Peripherals,0.49
"GBC White Gloss Covers, Plain Front",Fred Harton,18598,28.55,14.48,6.46,British Columbia,Binders and Binder Accessories,0.38
Luxo Professional Combination Clamp-On Lamps,Fred Harton,18598,855.14,102.3,21.26,British Columbia,Office Furnishings,0.59
Holmes Odor Grabber,Cynthia Delaney,19234,-11.15,14.42,6.75,British Columbia,Appliances,0.52
Xerox 1959,Carol Darley,19555,-118.9,6.68,7.3,British Columbia,Paper,0.37
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Carol Darley,19555,14.1,9.11,2.15,British Columbia,Paper,0.4
LX 788,Eugene Moren,19843,1020.41,155.99,8.99,British Columbia,Telephones and Communication,0.58
Accessory35,Lauren Leatherbury,20646,341.96,35.99,1.1,British Columbia,Telephones and Communication,0.55
"Master Caster Door Stop, Gray",Carol Darley,21222,-32.4,5.08,3.63,British Columbia,Office Furnishings,0.51
Accessory27,Carol Darley,21222,-120.93,35.99,5,British Columbia,Telephones and Communication,0.85
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Fred Harton,22755,-95.05,4.91,5.68,British Columbia,Binders and Binder Accessories,0.36
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Fred Harton,22755,3.45,5.34,2.99,British Columbia,Binders and Binder Accessories,0.38
Accessory6,Fred Harton,22755,-275.25,55.99,5,British Columbia,Telephones and Communication,0.8
