Bevis Round Conference Table Top & Single Column Base,Sandra Flanagan,4512,-353.66,146.34,43.75,Ontario,Tables,0.64
"Bevis Round Conference Table Top, X-Base",Liz Willingham,4773,-433.29,179.29,29.21,Ontario,Tables,0.76
Xerox 227,Sally Hughsby,4839,-120.59,6.48,8.73,Ontario,Paper,0.37
"*Staples* vLetter Openers, 2/Pack",Xylona Price,4935,-31.95,3.68,1.32,Ontario,"Scissors, Rulers and Trimmers",0.83
Smead Adjustable Mobile File Trolley with Lockable Top,John Lucas,6403,6247.95,419.19,19.99,Ontario,Storage & Organization,0.58
i470,Bill Overfelt,6754,191,205.99,5.26,Ontario,Telephones and Communication,0.56
"Maxell Pro 80 Minute CD-R, 10/Pack",Sally Hughsby,7619,-24.48,17.48,1.99,Ontario,Computer Peripherals,0.45
Ibico EB-19 Dual Function Manual Binding System,Kean Nguyen,7744,1416.7,172.99,19.99,Ontario,Binders and Binder Accessories,0.39
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Kean Nguyen,7744,-3.44,7.64,1.39,Ontario,Envelopes,0.36
Xerox 1977,Stuart Calhoun,8006,-23.34,6.68,5.2,Ontario,Paper,0.37
"Quartet Alpha® White Chalk, 12/Pack",John Grady,8224,9.92,2.21,1,Ontario,Pens & Art Supplies,0.38
Accessory37,Jas O'Carroll,8323,-88.25,20.99,2.5,Ontario,Telephones and Communication,0.81
Xerox 1984,Robert Marley,8480,-58.4,6.48,8.74,Ontario,Paper,0.36
Timeport L7089,Robert Marley,8480,-558.42,125.99,7.69,Ontario,Telephones and Communication,0.58
Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,John Lucas,9568,748.67,76.72,19.95,Ontario,Appliances,0.54
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Herbert Flentye,9701,25.13,12.97,1.49,Ontario,Binders and Binder Accessories,0.35
T18,Herbert Flentye,9701,-153.92,110.99,2.5,Ontario,Telephones and Communication,0.57
DAX Cubicle Frames - 8x10,Mick Hernandez,9926,-56.97,5.77,5.92,Ontario,Office Furnishings,0.55
Xerox 21,Sally Hughsby,10373,-71.73,6.48,6.6,Ontario,Paper,0.37
Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Guy Phonely,10470,490.77,44.01,3.5,Ontario,Appliances,0.59
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Guy Phonely,10470,-54.61,15.99,13.18,Ontario,Binders and Binder Accessories,0.37
5165,Guy Phonely,10470,333.72,175.99,4.99,Ontario,Telephones and Communication,0.59
Eldon Econocleat® Chair Mats for Low Pile Carpets,Guy Phonely,11111,-59.85,41.47,34.2,Ontario,Office Furnishings,0.73
Xerox 210,Guy Phonely,11111,-119.72,6.48,7.37,Ontario,Paper,0.37
"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Janet Molinari,11173,-95.17,5.98,3.85,Ontario,Computer Peripherals,0.68
"Bevis Round Conference Table Top, X-Base",Jay Kimmel,11239,-433.29,179.29,29.21,Ontario,Tables,0.74
Ibico Hi-Tech Manual Binding System,Matt Connell,11396,4842.37,304.99,19.99,Ontario,Binders and Binder Accessories,0.4
"Iceberg OfficeWorks 42"" Round Tables",Tracy Poddar,11808,25.21,150.98,39.25,Ontario,Tables,0.75
"Fellowes Internet Keyboard, Platinum",Tracy Poddar,11874,-82.13,30.42,8.65,Ontario,Computer Peripherals,0.74
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Tracy Poddar,11874,179.37,39.98,9.83,Ontario,Envelopes,0.4
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Jay Kimmel,12322,-398.11,92.23,39.61,Ontario,Office Furnishings,0.67
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Steve Nguyen,12480,-203.27,137.48,32.18,Ontario,Bookcases,0.78
Lexmark Z25 Color Inkjet Printer,Vivek Grady,12516,66.22,80.97,33.6,Ontario,Office Machines,0.37
Xerox 231,Vivek Grady,12516,-23.53,6.48,5.11,Ontario,Paper,0.37
"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Ben Ferrer,13088,-2149.8,3.25,49,Ontario,Appliances,0.56
Logitech Internet Navigator Keyboard,Xylona Price,13121,-27.99,30.98,6.5,Ontario,Computer Peripherals,0.79
Talkabout T8097,Xylona Price,13121,1049.54,205.99,8.99,Ontario,Telephones and Communication,0.58
"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Jim Kriz,13348,310.51,140.85,19.99,Ontario,Storage & Organization,0.73
Staples Copy Paper (20Lb. and 84 Bright),Karen Daniels,13413,-50.86,4.98,4.7,Ontario,Paper,0.38
1726 Digital Answering Machine,Pamela Coakley,13447,0.85,20.99,4.81,Ontario,Telephones and Communication,0.58
TDK 4.7GB DVD+RW,Steve Nguyen,13638,165.2,14.48,1.99,Ontario,Computer Peripherals,0.49
Space Solutions™ Industrial Galvanized Steel Shelving.,Katherine Nockton,13761,-949.09,78.8,35,Ontario,Storage & Organization,0.83
Acco® Hot Clips™ Clips to Go,Denny Blanton,14247,-2.49,3.29,1.35,Ontario,Rubber Bands,0.4
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Steve Nguyen,14755,29.57,3.85,0.7,Ontario,Pens & Art Supplies,0.44
5170,Steve Nguyen,14755,454.38,65.99,4.2,Ontario,Telephones and Communication,0.59
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Robert Marley,14854,-27.98,16.91,6.25,Ontario,Storage & Organization,0.58
Xerox 1899,Katherine Nockton,15078,-36.9,5.78,4.96,Ontario,Paper,0.36
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Sean O'Donnell,15718,360.63,43.98,8.99,Ontario,Pens & Art Supplies,0.58
OIC Thumb-Tacks,Sean O'Donnell,15718,-3.05,1.14,0.7,Ontario,Rubber Bands,0.38
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Jas O'Carroll,15744,290.77,55.48,6.79,Ontario,Paper,0.37
"Wilson Jones Hanging View Binder, White, 1""",Chris Selesnick,16454,-29.49,7.1,6.05,Ontario,Binders and Binder Accessories,0.39
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Sally Hughsby,16676,-12.08,28.99,8.59,Ontario,Telephones and Communication,0.56
Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Sally Hughsby,16897,-183.09,320.98,58.95,Ontario,Chairs & Chairmats,0.57
"Quartet Alpha® White Chalk, 12/Pack",Sally Hughsby,16897,14.97,2.21,1,Ontario,Pens & Art Supplies,0.38
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Stuart Calhoun,16999,1081.62,207.48,0.99,Ontario,Appliances,0.55
8860,Kean Nguyen,17091,750.87,65.99,5.26,Ontario,Telephones and Communication,0.56
Keytronic French Keyboard,Matt Connell,17249,225.28,73.98,14.52,Ontario,Computer Peripherals,0.65
Avery 494,Sean O'Donnell,17670,10.05,2.61,0.5,Ontario,Labels,0.39
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Vivek Grady,17797,-486.12,100.98,57.38,Ontario,Bookcases,0.78
Colored Envelopes,Vivek Grady,17797,-8.89,3.69,2.5,Ontario,Envelopes,0.39
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Guy Phonely,18213,21.6,40.99,19.99,Ontario,Paper,0.36
"IBM 80 Minute CD-R Spindle, 50/Pack",Denny Blanton,18241,-55.11,20.89,1.99,Ontario,Computer Peripherals,0.48
Bretford CR8500 Series Meeting Room Furniture,Denny Blanton,18241,-969.05,400.98,76.37,Ontario,Tables,0.6
Hon Olson Stacker Stools,Chris Selesnick,18244,-73.22,140.81,24.49,Ontario,Chairs & Chairmats,0.57
Space Solutions Commercial Steel Shelving,Laura Armstrong,18465,-353.71,64.65,35,Ontario,Storage & Organization,0.8
Staples Surge Protector 6 outlet,Jas O'Carroll,18528,-22.82,10.98,3.99,Ontario,Appliances,0.58
Xerox 196,Jas O'Carroll,18528,-96.22,5.78,7.96,Ontario,Paper,0.36
Round Ring Binders,Steve Nguyen,18917,-8.36,2.08,1.49,Ontario,Binders and Binder Accessories,0.38
Laminate Occasional Tables,Bill Overfelt,19493,-372.49,154.13,69,Ontario,Tables,0.68
"Boston Model 1800 Electric Pencil Sharpener, Gray",Katherine Nockton,19616,-28.95,28.15,6.17,Ontario,Pens & Art Supplies,0.55
Newell 318,Katherine Nockton,19616,-10.01,2.78,1.25,Ontario,Pens & Art Supplies,0.59
Fellowes EZ Multi-Media Keyboard,Sandra Flanagan,20390,-62.82,34.98,7.53,Ontario,Computer Peripherals,0.76
Serrated Blade or Curved Handle Hand Letter Openers,Sandra Flanagan,20390,-25.26,3.14,1.92,Ontario,"Scissors, Rulers and Trimmers",0.84
